comid,metric,p10,p25,p50,p75,p90,source,result_type,gageid,gagetype,station_nm,usgs_lat,usgs_lon,MP_metric,class3_id,class3_name,CLASS_NAME
8212843,Wet_Tim,50,73,85,97.6166666666666,106.3125,model,predicted,11147500,ALT,SALINAS R A PASO ROBLES CA,35.6285813,-120.6843373,0.3076923076923077,3,RAIN,rain and seasonal groundwater
8210533,Peak_Dur_2,1,1,3,6,10,inferred,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,Peak_Dur_5,1,1,1,2,4,inferred,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,Peak_Fre_5,1,1,1,2,2,inferred,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,Peak_10,2470.98422020953,3903.5801641484495,7246.558686085129,11242.5807816195,20074.6509609556,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,Peak_2,368.496284210987,818.349064576998,1480.2997161209305,3239.87746169076,6668.3919859117195,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,Peak_5,1318.418,2051.593,4212.4490000000005,8458.519,13172.14,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,DS_Dur_WS,125.885,163.71875,199.091666666666,226.86875,267.67,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,DS_Mag_50,0,1.52816557750084,5.9287795549034,13.7673045996644,21.0704486356491,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,DS_Mag_90,2.50187339364237,8.80299760343628,20.7359419482535,35.2958685358149,61.7574053870606,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,DS_Tim,194.316666666666,218.5,241.2,266.40625,294.766666666667,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,FA_Dur,2,3,4,6,9,obs,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,FA_Mag,6.47471335903867,14.4019542214818,32.9348463045024,85.7703968148457,201.218983487397,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,FA_Tim,11,26.9,40,48.6875,61.1025,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,Peak_Dur_10,1,1,1,2,3,obs,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,Peak_Fre_10,1,1,1,1,2,obs,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,SP_Dur,24.99,34.875,50.8666666666666,82.03125,112.69,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,SP_Mag,29.9200470905215,75.2574171090588,204.826798664873,650.456936014418,2091.82289413639,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,SP_ROC,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.151475888975889,obs,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,SP_Tim,147.75,159,176,187.3125,207.9,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,Wet_BFL_Dur,46.0575,65.21875,93.2083333333333,129.5,157,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,Wet_BFL_Mag_10,4.68228139752632,10.9794480581103,20.6434234000038,35.5779660717689,56.5717957217221,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,Wet_BFL_Mag_50,16.8123876474884,35.4337164764634,61.5312680601065,132.803559030234,222.189036611341,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8210533,Wet_Tim,47.1566666666667,64.6916666666666,75.25,92.7625,104.166666666667,model,predicted,11149900,ALT,SAN ANTONIO R NR LOCKWOOD CA,35.89663404,-121.0882491,0.5476190476190477,3,RAIN,perennial groundwater and rain
8200795,Peak_Dur_2,1,1,3,7,16,inferred,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,Peak_10,16808.2277674426,31142.7530537092,38064.9534545132,68488.6662836629,115996.256932031,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,Peak_2,3405.6970410309495,5203.54372767577,9494.71808564942,19262.543267824694,31534.1610400975,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,Peak_5,12711.16,16948.15,32870.05,60924.96,115213.8,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,DS_Dur_WS,107.1,152,194.125,237.322916666667,276.9,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,DS_Mag_50,-7.061954770959392e-14,0,9.57220799520914,44.9520523798571,86.0930604064511,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,DS_Mag_90,2.17621015592551,18.5271694682227,53.5127517291663,140.176066342371,327.281833685645,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,DS_Tim,193.308333333334,215.65,238.75,269.54375,297.159166666666,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,FA_Dur,2,3,4,7,9,obs,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,FA_Mag,55.6486493104557,131.444376619454,339.133385594699,885.553655224066,2016.22074194392,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,FA_Tim,9.955,22.5,41,51,62.1066666666667,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,Peak_Dur_10,1,1,1,2,3.2,obs,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,Peak_Fre_10,1,1,1,1,2,obs,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,SP_Dur,20.09,29,46,81,115.058333333334,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,SP_Mag,143.329402603953,381.589750226989,1309.51538689681,4079.78299082658,12127.6153495363,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,SP_Tim,148.5875,158.5,176.9375,198.5,224.045833333334,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,Wet_BFL_Dur,40.8725,64.6,98.25,138.733333333333,167.42,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,Wet_BFL_Mag_10,0.787486994610299,15.1457262199596,43.4181514591059,104.36988098592,170.778851787647,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,Wet_BFL_Mag_50,37.4960176022388,102.029965655117,209.02458487873,422.32613568543,745.870790494327,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200795,Wet_Tim,37.7375,63.15,83.6458333333333,97.35,106.516666666667,model,predicted,11152300,ALT,SALINAS R NR CHUALAR CA,36.55357267,-121.5493856,0.37037037037037035,3,RAIN,rain and seasonal groundwater
8200523,Peak_10,17278.7412441447,31958.001470329706,38910.290450979,69126.4025684721,114471.432651303,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,Peak_2,3318.1634794373604,5113.54151635612,8063.63552951721,13200.1942992459,23506.533106696097,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,Peak_5,12635.31,17163.66,31626.3,50700.49,102012.1,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,DS_Dur_WS,107.3,150.725,193.366666666667,235.808333333334,276.445,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,DS_Mag_50,-7.25964038883475e-14,0,9.91287213305118,47.2041647074524,88.8175199738943,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,DS_Mag_90,2.09892517598876,18.9152650755003,56.5880335740933,140.526228507049,333.480333966833,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,DS_Tim,191.295,215.822916666667,239.3,269.775,297.904166666666,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,FA_Mag,60.4978796394954,136.441607296003,371.452035682241,942.302721624603,2317.67218550903,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,FA_Tim,9.99,21.9416666666666,41,51.025,62.1066666666667,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,SP_Dur,19.9,29,46.2916666666667,80.5604166666666,115,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,SP_Mag,146.177772609059,400.056424220652,1348.0523977741,3998.04721696776,11267.8554889874,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,SP_Tim,148.975,159.075,176.9375,198.85,223.533333333334,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,Wet_BFL_Dur,40.5875,65.425,98.4166666666667,138.25,169,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,Wet_BFL_Mag_10,0.519544351957588,15.4759645628137,44.4408474851725,106.606715079138,177.396041054247,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,Wet_BFL_Mag_50,39.0739084152249,107.268262820694,217.794204245088,446.538420312291,772.781366071476,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
8200523,Wet_Tim,38,62.5291666666667,84,97.5,106.425,model,predicted,11152500,ALT,SALINAS R NR SPRECKELS CA,36.631071,-121.672446,0.42857142857142855,3,RAIN,rain and seasonal groundwater
17663037,Peak_Dur_2,1,1,3,6,10,inferred,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,Peak_Dur_5,1,1,1,2,4,inferred,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,Peak_Fre_5,1,1,1,2,2,inferred,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,Peak_10,1398.00929842807,2452.01039983501,3829.7841361184496,5241.22304055304,6951.10946605528,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,Peak_2,260.011594159111,578.725250685508,1267.26126479036,2383.21231058511,2759.42940540116,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,Peak_5,1195.735,2049.445,3864.18,4416.431,4973.78,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,DS_Dur_WS,164.359166666667,199.61875,231.791666666667,254.25,277.8375,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,DS_Mag_50,-2.76017958489305e-15,-2.76017958489305e-15,0,0.502719939620843,1.92140644598272,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,DS_Mag_90,0,0.363974738310115,1.75306074094591,3.92324314608982,6.84274488647813,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,DS_Tim,182.9875,202.7875,219,240.78125,265.078333333333,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,FA_Dur,2,3,4,6,9,obs,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,FA_Mag,3.11771034918206,7.80844283530944,18.8058207735795,41.9342638499435,101.845487178026,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,FA_Tim,12.58,29.2,44.8666666666666,58.025,65,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,Peak_Dur_10,1,1,1,2,3,obs,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,Peak_Fre_10,1,1,1,1,2,obs,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,SP_Dur,18.5833333333333,26.4791666666667,37,61.225,90.9175,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,SP_Mag,21.5326732980373,61.8445615745337,176.767173477165,468.734538503746,917.547647780547,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,SP_ROC,0.0377445093584334,0.0500000000000001,0.0666666666666667,0.0943396226415094,0.151475888975889,obs,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,SP_Tim,152.27,159,177.2,187.25,205.5,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,Wet_BFL_Dur,41.8933333333333,60.7416666666666,77.5,109.058333333334,140,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,Wet_BFL_Mag_10,0.0377824895212921,0.874544673594875,2.29588236766322,4.45427303660659,7.11027688767444,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,Wet_BFL_Mag_50,4.0721610218066,6.85629272529325,12.0910167104607,22.2205688191846,35.5307139662192,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
17663037,Wet_Tim,56.95,74,85.75,98.925,110.008333333333,model,predicted,11153000,ALT,PACHECO C NR DUNNEVILLE CA,36.98,-121.3802778,0.43750000000000006,3,RAIN,perennial groundwater and rain
948060250,Peak_Dur_2,1,1,3,7,16,inferred,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,Peak_Dur_5,1,1,1,3,4.8,inferred,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,Peak_Fre_2,1,1,2,3,5,inferred,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,Peak_Fre_5,1,1,1,2,3,inferred,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,Peak_10,1731.88565397424,2574.9409282189004,3492.63183233166,4392.05068603494,6290.0589772097,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,Peak_2,486.04730779522,709.143937982045,992.251233210461,1433.5010037946302,1997.7791986967895,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,Peak_5,1276.12,1913.917,2501.725,2867.047,4530.694,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,DS_Dur_WS,145.556666666667,184.3,218.670833333333,244.05,269.5,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,DS_Mag_50,0,0.122838895884721,0.982844772635868,2.07182466519565,3.06464044026084,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,DS_Mag_90,0.619610340618492,1.83974340750571,4.28498168029623,8.01421568588866,14.8793298128231,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,DS_Tim,193.325,212.25,229.3375,254.1,300.476666666667,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,FA_Dur,2,3,4,7,9,obs,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,FA_Mag,6.34986545065558,12.7745998613815,28.0921806325465,78.5276008658126,191.528827493589,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,FA_Tim,10.3225,25.1666666666667,39.9166666666667,50.20625,62,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,Peak_Dur_10,1,1,1,2,3.2,obs,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,Peak_Fre_10,1,1,1,1,2,obs,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,SP_Dur,21,31.525,50.2625,94.8875,131.2,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,SP_Mag,52.7734525984418,120.589711319607,313.447288710199,698.108576542203,1110.77673099445,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,SP_ROC,0.0426683716965046,0.055194810813607303,0.0714285714285714,0.102555203630074,0.166666666666667,obs,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,SP_Tim,153.7375,161.5,177.6,189.425,209.355,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,Wet_BFL_Dur,50,69.66875,90.45,118,145.935,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,Wet_BFL_Mag_10,0.695582586592581,2.30478243806088,5.22133922812461,8.10389682551362,13.1108823168194,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,Wet_BFL_Mag_50,6.12635430943404,10.5572729247709,21.0679552833091,38.7382452738731,79.5067082886371,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
948060250,Wet_Tim,52.39,73.4125,80.75,94.8791666666667,102.36,model,predicted,11153650,ALT,LLAGAS C NR GILROY,36.98744858,-121.5271622,0.5675675675675675,3,RAIN,rain and seasonal groundwater
17663007,Peak_Dur_2,1,1,2,4,5,inferred,predicted,11154200,ALT,UVAS C NR GILROY CA,36.99217114,-121.5735532,0.358974358974359,3,RAIN,winter storms
17663007,Peak_Dur_5,1,1,1,2,3,inferred,predicted,11154200,ALT,UVAS C NR GILROY CA,36.99217114,-121.5735532,0.358974358974359,3,RAIN,winter storms
17663007,Peak_Fre_2,1,1,1,2,3,inferred,predicted,11154200,ALT,UVAS C NR GILROY CA,36.99217114,-121.5735532,0.358974358974359,3,RAIN,winter storms
17663007,Peak_Fre_5,1,1,1,1,2,inferred,predicted,11154200,ALT,UVAS C NR GILROY CA,36.99217114,-121.5735532,0.358974358974359,3,RAIN,winter storms
17663007,Peak_10,2084.36660283113,2542.69165786738,3067.24918459689,4030.49867416558,6965.64008547298,model,predicted,11154200,ALT,UVAS C NR GILROY CA,36.99217114,-121.5735532,0.358974358974359,3,RAIN,winter storms
17663007,Peak_2,504.513728736983,771.61648471645,1108.74036492935,1385.1975196875303,2421.53287861653,model,predicted,11154200,ALT,UVAS C NR GILROY CA,36.99217114,-121.5735532,0.358974358974359,3,RAIN,winter storms
17663007,Peak_5,1425.513,2138.124,2384.703,3200.116,5342.781999999999,model,predicted,11154200,ALT,UVAS C NR GILROY CA,36.99217114,-121.5735532,0.358974358974359,3,RAIN,winter storms
17663007,DS_Dur_WS,150,179.5875,209.233333333334,232.2125,262.1025,model,predicted,11154200,ALT,UVAS C NR GILROY CA,36.99217114,-121.5735532,0.358974358974359,3,RAIN,winter storms
17663007,DS_Mag_50,0,0.111415369329549,0.640612547403969,1.92555475571614,3.18027912786067,model,predicted,11154200,ALT,UVAS C NR GILROY CA,36.99217114,-121.5735532,0.358974358974359,3,RAIN,winter storms
17663007,DS_Mag_90,2.30703757053204,4.36306933436751,7.28120381488564,11.7222549262907,16.7934872857482,model,predicted,11154200,ALT,UVAS C NR GILROY CA,36.99217114,-121.5735532,0.358974358974359,3,RAIN,winter storms
17663007,DS_Tim,195.49,216.35625,235.645833333333,253.625,270.03,model,predicted,11154200,ALT,UVAS C NR GILROY CA,36.99217114,-121.5735532,0.358974358974359,3,RAIN,winter storms
17663007,FA_Dur,2,2,3,5,6.5,obs,predicted,11154200,ALT,UVAS C NR GILROY CA,36.99217114,-121.5735532,0.358974358974359,3,RAIN,winter storms
17663007,FA_Mag,5.38040971339684,10.555161757028,21.8282724183899,46.9050618344942,96.4378430105754,model,predicted,11154200,ALT,UVAS C NR GILROY CA,36.99217114,-121.5735532,0.358974358974359,3,RAIN,winter storms
