p10,p25,p50,p75,p90,metric,comid,result_type,gageid,gagetype,station_nm,lat,lon,MP_metric,class3_id,class3_name,CLASS_NAME
1,1,1,1.25,2,Peak_Fre_5,17575859,observed,11109800,ALT,PIRU CREEK BELOW SANTA FELICIA DAM CA,34.4602723,-118.7520361,0.25806451612903225,2,MIXED,low-volume snowmelt and rain
155.1,179.5,213,242.5,290.20000000000005,DS_Dur_WS,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
187,221,242,261.5,278,DS_Tim,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
3,4.074999999999999,7.125,11.5,18.06,DS_Mag_50,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
5.788,8.237500000000002,26.2,44.425,87.21400000000008,DS_Mag_90,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
2,3,5,6,6.600000000000001,FA_Dur,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
7.269700881240976,24.991672884813234,40.010461013429655,107.97551414650653,324.1956992593936,FA_Mag,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
21.200000000000003,28,40,48,61.60000000000001,FA_Tim,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
0.0380952380952381,0.04451345755693578,0.05263157894736842,0.06266447368421052,0.07080200501253132,SP_ROC,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
32,53,74,109,142,SP_Dur,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
116,337,1110,2355,11700,SP_Mag,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
94,134.5,156,177.5,189,SP_Tim,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
19,34.25,57,94.25,133.3,Wet_BFL_Dur,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
5.696000000000001,10.075,18.450000000000003,30,66.34,Wet_BFL_Mag_10,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
13.815,20.05,41.5,161.5,387.1000000000001,Wet_BFL_Mag_50,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
37.900000000000006,58.5,89,114.5,121.60000000000002,Wet_Tim,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
124,132.25,133.5,140.375,146.75,Peak_Tim_10,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
75.5,125.625,134,147.75,163,Peak_Tim_2,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
89,115,133,146.75,154,Peak_Tim_5,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
1,1,1.5,2.75,4,Peak_Dur_10,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
1,1,2,5,8.5,Peak_Dur_2,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
1,1,1,2,3,Peak_Dur_5,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
17000,17000,17000,17000,17000,Peak_10,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
3650,3650,3650,3650,3650,Peak_2,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
10400,10400,10400,10400,10400,Peak_5,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
1,1,1,1.75,2.5,Peak_Fre_10,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
1,1,1,2.75,4.5,Peak_Fre_2,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
1,1,1,1,2,Peak_Fre_5,17574345,observed,11113001,ALT,SESPE C + FILLMORE IRR CO CN NR FILLMORE CA,34.45082807,-118.9259322,0.6428571428571428,2,MIXED,low-volume snowmelt and rain
118.6,159.5,187,229.5,263.20000000000005,DS_Dur_WS,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
200,225.5,259,293.5,320,DS_Tim,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
0.6099999999999999,1.4,2.6,4.5,8.200000000000003,DS_Mag_50,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
1.396,3.2,5.941000000000001,13,21.78600000000001,DS_Mag_90,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
2,3,4,6,8,FA_Dur,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
2.032146459494894,2.789911880176576,8.570860429540877,22.983790353590056,81.89822176991144,FA_Mag,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
10,23,36,44,58,FA_Tim,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
0.03333060651316228,0.04429294195242306,0.0625,0.07692307692307696,0.14524507750314206,SP_ROC,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
28.700000000000003,36,52.5,71.25,118.79999999999998,SP_Dur,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
2.31,5.699999999999999,52,296,665,SP_Mag,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
151,171.5,195.5,228.75,259.9,SP_Tim,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
41.6,61.25,97,157.75,208.2,Wet_BFL_Dur,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
1.4,2.8575,5.33,10.55,20.16,Wet_BFL_Mag_10,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
3.13,5.4375,13.3,55,121.60000000000004,Wet_BFL_Mag_50,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
33.6,59.5,88,113,127.4,Wet_Tim,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
101,114.5,141,151.5,170,Peak_Tim_10,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
96.75,116.25,137,148,156.5,Peak_Tim_2,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
99.1,114.5,133,151.5,158,Peak_Tim_5,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
1,1,1,2,4,Peak_Dur_10,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
1,1,4,9,19.5,Peak_Dur_2,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
1,1,2,2.5,5,Peak_Dur_5,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
2500,2500,2500,2500,2500,Peak_10,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
333,333,333,333,333,Peak_2,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
1633.9999999999995,1633.9999999999995,1633.9999999999995,1633.9999999999995,1633.9999999999995,Peak_5,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
1,1,1,1,2,Peak_Fre_10,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
1,1,2,4,5,Peak_Fre_2,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
1,1,1,2,2.1999999999999993,Peak_Fre_5,17573647,observed,11113500,ALT,SANTA PAULA C NR SANTA PAULA,34.4133295,-119.0823272,0.4444444444444444,3,RAIN,"flashy, ephemeral rain"
171.2,200.5,240,268.75,316.4,DS_Dur_WS,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
158.8,186.25,204.5,225.5,253.8,DS_Tim,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
0,0,0.05,0.3849999999999999,2.121999999999999,DS_Mag_50,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
0,0.45599999999999985,2.4049999999999994,16.45000000000004,37.59999999999999,DS_Mag_90,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
1,2.5,4.5,8.75,16,FA_Dur,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
4.566563008481714,11.339455847575993,61.004021946389415,172.99158919479908,791.9786294615212,FA_Mag,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
2.1000000000000005,15.5,38.5,49.75,59.5,FA_Tim,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
0.0671391288412565,0.09353146853146854,0.16250000000000003,0.25891316848763657,0.44142292490118584,SP_ROC,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
13.2,20,33,49,89.6,SP_Dur,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
712,1390,4190,6920,29820.000000000004,SP_Mag,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
123.8,154,162,182,202.6,SP_Tim,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
30.2,47,57,96,138.60000000000002,Wet_BFL_Dur,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
0,0,0.5,4.9,58.720000000000034,Wet_BFL_Mag_10,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
0.09800000000000005,3,55,370,1399.2000000000005,Wet_BFL_Mag_50,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
38.3,74.25,100.5,119.25,127.4,Wet_Tim,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
124,133.125,138.75,142.5,147,Peak_Tim_10,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
92.5,130,136.5,144.5,165,Peak_Tim_2,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
132,133.5,138,147,155,Peak_Tim_5,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
1.5,2,2,2.75,3,Peak_Dur_10,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
1,2,3,10.25,16,Peak_Dur_2,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
1,1,2,2.5,3,Peak_Dur_5,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
29119.999999999996,29119.999999999996,29119.999999999996,29119.999999999996,29119.999999999996,Peak_10,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
3700,3700,3700,3700,3700,Peak_2,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
21980.000000000007,21980.000000000007,21980.000000000007,21980.000000000007,21980.000000000007,Peak_5,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
1,1,1.5,2,2.5,Peak_Fre_10,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
1,1,2,4,5.5,Peak_Fre_2,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
1,1,1,1.5,2,Peak_Fre_5,17573685,observed,11114000,ALT,SANTA CLARA RIVER AT MONTALVO CA,34.27889168,-119.142051,0.22,3,RAIN,perennial groundwater and rain
109,133,175,254,274.4,DS_Dur_WS,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
178.2,225,238,325,347.6,DS_Tim,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
0.396,0.7,1.95,5.93,7.361000000000001,DS_Mag_50,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
0.6892,2.135,5.418,12.5,25.756,DS_Mag_90,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
2.6,3.5,4,4.25,4.7,FA_Dur,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
17.329094925932136,20.845155284574968,26.596151068130467,35.36910235189197,44.32468261090562,FA_Mag,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
14.5,16.75,38.5,60.25,62.5,FA_Tim,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
0.02392741635781079,0.03594771241830066,0.04569892473118286,0.05319722803208815,0.07514160674863342,SP_ROC,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
29,43,110,146,201.40000000000003,SP_Dur,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
5.7379999999999995,23.7,144,558,1506.0000000000002,SP_Mag,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
113,136,148,185,196.6,SP_Tim,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
19.2,33,38,106,145.4,Wet_BFL_Dur,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
0.5792,2.518,5.37,8.518,12.230000000000002,Wet_BFL_Mag_10,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
2.084,3.975,11.4,38.7,50.48,Wet_BFL_Mag_50,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
45.2,60,87,107,135.6,Wet_Tim,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
118.35,118.875,119.75,120.625,121.15,Peak_Tim_10,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
98.8,112,124,139,141.4,Peak_Tim_2,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
118.9,120.25,130,146.75,160.7,Peak_Tim_5,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
1.2000000000000002,1.5,2,2.5,2.8,Peak_Dur_10,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
1,1,4,9,13.99999999999999,Peak_Dur_2,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
1,1,1,2.25,4.500000000000001,Peak_Dur_5,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
2834.0000000000005,2834.0000000000005,2834.0000000000005,2834.0000000000005,2834.0000000000005,Peak_10,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
442,442,442,442,442,Peak_2,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
2104.0000000000005,2104.0000000000005,2104.0000000000005,2104.0000000000005,2104.0000000000005,Peak_5,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
1.1,1.25,1.5,1.75,1.9,Peak_Fre_10,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
1,1,1,2,3.3999999999999986,Peak_Fre_2,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
1,1,1,1.25,1.7000000000000002,Peak_Fre_5,17585808,observed,11114495,ALT,MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA,34.5027693,-119.3573393,0.5454545454545454,2,MIXED,low-volume snowmelt and rain
117.8,161,197,242.5,271.00000000000006,DS_Dur_WS,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
198.2,219,263,309,330.2,DS_Tim,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
0,0.105,0.99,5.3125,12.600000000000009,DS_Mag_50,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
0.15159999999999996,0.8780000000000003,3.878,14.950000000000005,53.580000000000034,DS_Mag_90,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
2,3,4,6,14,FA_Dur,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
3.5497447285757175,8.899668826178512,19.997314498157003,56.991503199025345,260.39465816520254,FA_Mag,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
8,19,43,56,68.4,FA_Tim,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
0.04017859555064585,0.05390026443305133,0.08618480710120706,0.15431397306397307,0.1920673076923078,SP_ROC,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
18.1,35.25,55,86.75,136.8,SP_Dur,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
2.986,9.8,175,1840,5622.000000000006,SP_Mag,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
138.4,160.25,189,227,270.30000000000007,SP_Tim,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
26.6,57,94,141,175.60000000000002,Wet_BFL_Dur,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
0,0.43,4.5,16,39.32000000000003,Wet_BFL_Mag_10,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
0.4680000000000004,4.2,20,53,417.0000000000002,Wet_BFL_Mag_50,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
49,76.75,98,118.25,130,Wet_Tim,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
105.5,115.875,133,148.875,152.3,Peak_Tim_10,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
96,115.5,135.25,151,166.5,Peak_Tim_2,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
116,125.25,136,143.25,154.2,Peak_Tim_5,948070372,observed,11118500,ALT,VENTURA R NR VENTURA,34.35222038,-119.3084466,0.33333333333333337,3,RAIN,"flashy, ephemeral rain"
